InvestigationID,NoComplaintsReportedNHTSA,NoCrashesFiresReportedNHTSA,NoInjuryIncidentsReportedNHTSA,NoInjuriesReportedNHTSA,NoFatalityIncidentsReportedNHTSA,NoFatalitiesReportedNHTSA,NoOtherFailuresReportedNHTSA,NoComplaintsReportedMfr,NoCrashesFiresReportedMfr,NoInjuryIncidentsReportedMfr,NoInjuriesReportedMfr,NoFatalityIncidentsReportedMfr,NoFatalitiesReportedMfr,NoOtherFailuresReportedMfr,NoComplaintsReported,NoCrashesFiresReported,NoInjuryIncidentsReported,NoInjuriesReported,NoFatalityIncidentsReported,NoFatalitiesReported,NoOtherFailuresReported,Population,InvestigationType,PDSentiment,SummarySentiment,NoPDUptoQuarter,NoDIUptoQuarter,NoIIUptoQuarter,NoIDUptoQuarter,Data,OpenedYear,ClosedYear
EQ10010,0,0,0,,0,,0,,,,,,,,,,,,,,,151795,Equipment Query,.5106000000000001,-.3559,,,,,Opened,2010,
EQ10011,0,0,0,,0,,0,,,,,,,,,,,,,,,20000,Equipment Query,-.8904,-.7469,,,,,Opened,2010,
EQ11001,0,0,0,,0,,0,,,,,,,,,,,,,,,95927,Equipment Query,.25,-.3612,15616,10,246,107150,Opened,2011,
EQ11002,0,0,0,,0,,0,,,,,,,,,,,,,,,44915,Equipment Query,-.0772,.6705,,,,,Opened,2011,
EQ11003,0,0,0,,0,,0,,,,,,,,,,,,,,,4409,Equipment Query,-.3182,-.6204,,2,8,6,Opened,2011,
EQ11004,0,0,0,,0,,0,,,,,,,,,,,,,,,37474,Equipment Query,.2732,-.34,,,,,Opened,2011,
EQ12001,0,0,0,,0,,0,,,,,,,,,,,,,,,14990,Equipment Query,-.5574,.1531,,,,,Opened,2012,
EQ12002,0,0,0,,0,,0,,,,,,,,,,,,,,,2131,Equipment Query,.2732,.4588,1240,,39,8883,Opened,2012,
EQ12003,0,0,0,,0,,0,,,,,,,,,,,,,,,1713,Equipment Query,-.296,-.8270999999999999,,,,,Opened,2012,
EQ12004,0,0,0,,0,,0,,,,,,,,,,,,,,,13,Equipment Query,.2732,-.6296,,,,,Opened,2012,
EQ12005,0,0,0,,0,,0,,,,,,,,,,,,,,,21412,Equipment Query,-.7351,-.8793,,,,,Opened,2012,
EQ12006,,,,,,,,,,,,,,,,,,,,,,507,Equipment Query,-.3612,-.783,,,,,Opened,2012,
EQ12007,,,,,,,,,,,,,,,,,,,,,,8000,Equipment Query,.2732,.481,,,,,Opened,2012,
EQ12008,,,,,,,,,,,,,,,,,,,,,,15462,Equipment Query,.4215,.7798,,,,,Opened,2012,
EQ12009,,,,,,,,,,,,,,,,,,,,,,5000,Equipment Query,-.4404,-.9468,,,,,Opened,2012,
EQ12010,,,,,,,,,,,,,,,,,,,,,,276473,Equipment Query,-.5423,.058,16206,19,398,100304,Opened,2012,
EQ12011,,,,,,,,,,,,,,,,,,,,,,2053,Equipment Query,.1867,-.7363,,,,,Opened,2012,
EQ13001,,,,,,,,,,,,,,,,,,,,,,4365,Equipment Query,-.891,-.4295,,,,,Opened,2013,
EQ13002,,,,,,,,,,,,,,,,,,,,,,4747,Equipment Query,-.296,-.2903,,,,,Opened,2013,
EQ13003,,,,,,,,,,,,,,,,,,,,,,4075,Equipment Query,-.555,-.0346,,,,,Opened,2013,
EQ13004,,,,,,,,,,,,,,,,,,,,,,26440,Equipment Query,.2732,-.0194,,,,,Opened,2013,
EQ13005,,,,,,,,,,,,,,,,,,,,,,2160,Equipment Query,-.6908,-.5385,,,,,Opened,2013,
EQ13006,,,,,,,,,,,,,,,,,,,,,,2864670,Equipment Query,.2732,-.0493,,,,,Opened,2013,
EQ14001,,,,,,,,,,,,,,,,,,,,,,3427,Equipment Query,.2732,.1091,,,,,Opened,2014,
EQ14002,,,,,,,,,,,,,,,,,,,,,,10989,Equipment Query,-.0258,.7734,,,,,Opened,2014,
EQ14003,,,,,,,,,,,,,,,,,,,,,,5530,Equipment Query,-.2732,-.8582,,,,,Opened,2014,
EQ14004,,,,,,,,,,,,,,,,,,,,,,74000,Equipment Query,.5859,.3016,,,,,Opened,2014,
EQ14005,,,,,,,,,,,,,,,,,,,,,,25013,Equipment Query,-.25,-.891,,,,,Opened,2014,
EQ14006,,,,,,,,,,,,,,,,,,,,,,5744,Equipment Query,-.8519,-.8968,,,,,Opened,2014,
EQ14007,,,,,,,,,,,,,,,,,,,,,,31820,Equipment Query,-.4215,.9854000000000001,,,,,Opened,2014,
EQ14008,,,,,,,,,,,,,,,,,,,,,,50,Equipment Query,-.6369,-.8945,,,,,Opened,2014,
EQ14009,,,,,,,,,,,,,,,,,,,,,,138743,Equipment Query,-.0258,-.1217,,,,,Opened,2014,
EQ14010,,,,,,,,,,,,,,,,,,,,,,11259,Equipment Query,0,-.6677999999999999,,,,,Opened,2014,
EQ14011,,,,,,,,,,,,,,,,,,,,,,323,Equipment Query,-.0516,-.9905,,,,,Opened,2014,
EQ14012,,,,,,,,,,,,,,,,,,,,,,4960,Equipment Query,-.6124000000000001,-.6956,,,,,Opened,2014,
EQ14013,,,,,,,,,,,,,,,,,,,,,,28000,Equipment Query,-.1531,-.4543,,,,,Opened,2014,
EQ14014,,,,,,,,,,,,,,,,,,,,,,63600,Equipment Query,.0608,.0928,,,,,Opened,2014,
EQ14015,,,,,,,,,,,,,,,,,,,,,,235,Equipment Query,-.6249,-.698,,,,,Opened,2014,
EQ15001,,,,,,,,,,,,,,,,,,,,,,150000,Equipment Query,0,.7003,,,,,Opened,2015,
EQ15002,,,,,,,,,,,,,,,,,,,,,,175,Equipment Query,0,-.8006,,,,,Opened,2015,
EQ15003,,,,,,,,,,,,,,,,,,,,,,204441,Equipment Query,0,-.8873,,,,,Opened,2015,
EQ15004,,,,,,,,,,,,,,,,,,,,,,999999999,Equipment Query,0,-.634,,,,,Opened,2015,
EQ15005,,,,,,,,,,,,,,,,,,,,,,2800000,Equipment Query,.0516,-.5719,,,,,Opened,2015,
EQ15006,,,,,,,,,,,,,,,,,,,,,,26246,Equipment Query,.296,-.9228,,,,,Opened,2015,
EQ16001,,,,,,,,,,,,,,,,,,,,,,4567,Equipment Query,-.128,-.5994,,,,,Opened,2016,
EQ16002,,,,,,,,,,,,,,,,,,,,,,525,Equipment Query,-.4404,.1343,,,,,Opened,2016,
EQ16003,,,,,,,,,,,,,,,,,,,,,,768,Equipment Query,-.1531,-.1217,,,,,Opened,2016,
EQ17001,,,,,,,,,,,,,,,,,,,,,,456106,Equipment Query,-.4588,-.1779,,,,,Opened,2017,
EQ17002,,,,,,,,,,,,,,,,,,,,,,13049,Equipment Query,0,-.7906,,,,,Opened,2017,
EQ19001,,,,,,,,,,,,,,,,,,,,,,999,Equipment Query,-.5859,-.9197,,,,,Opened,2019,
EQ19002,,,,,,,,,,,,,,,,,,,,,,1400000,Equipment Query,.2732,-.9601,,,,,Opened,2019,
EQ21001,,,,,,,,,,,,,,,,,,,,,,256181,Equipment Query,.0258,-.875,,,,,Opened,2021,
PE09001,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2500,Preliminary Evaluation,0,-.8555,,,,,Opened,2009,
PE09002,1,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,,25000,Preliminary Evaluation,-.5423,-.9325,19,,3,15,Opened,2009,
PE09003,5,0,0,0,0,0,0,,,,,,,,,,,,,,,396000,Preliminary Evaluation,-.7717000000000001,-.9893,73,5,118,3586,Opened,2009,
PE09004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2000,Preliminary Evaluation,0,-.9081,,,,,Opened,2009,
PE09005,1,0,0,,0,,1,,,,,,,,,,,,,,,100,Preliminary Evaluation,-.7579,-.9001,,,,,Opened,2009,
PE09006,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,3000,Preliminary Evaluation,-.5106000000000001,-.6705,,,,,Opened,2009,
PE09007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,Preliminary Evaluation,.5574,.7906,,,,,Opened,2009,
PE09008,3,3,0,0,0,0,0,,,,,,,,,,,,,,,76000,Preliminary Evaluation,-.34,-.6249,11,,11,933,Opened,2009,
PE09010,0,0,0,0,0,0,0,3,0,0,0,0,0,31,3,0,0,0,0,0,31,1000,Preliminary Evaluation,-.1531,-.743,,1,,1,Opened,2009,
PE09011,30,0,0,0,0,0,0,,,,,,,,,,,,,,,350000,Preliminary Evaluation,-.5106000000000001,-.9313,234,6,382,39515,Opened,2009,
PE09012,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,1000,Preliminary Evaluation,-.1531,-.296,,,,,Opened,2009,
PE09013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12547,Preliminary Evaluation,-.128,-.3818,56,5,9,55,Opened,2009,
PE09014,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,3000,Preliminary Evaluation,-.34,-.5106000000000001,,,,,Opened,2009,
PE09015,1,0,0,0,0,0,0,,,,,,,,,,,,,,,4330,Preliminary Evaluation,-.296,-.6908,,,,,Opened,2009,
PE09016,2,0,0,0,0,0,0,,,,,,,,,,,,,,,114000,Preliminary Evaluation,0,-.8519,1506,1,24,8811,Opened,2009,
PE09017,182,0,0,0,0,0,0,,,,,,,,,,,,,,,100000,Preliminary Evaluation,0,-.6249,128,9,70,1435,Opened,2009,
PE09018,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,800,Preliminary Evaluation,0,-.9041,,,1,1,Opened,2009,
PE09019,338,0,0,0,0,0,0,,,,,,,,,,,,,,,229855,Preliminary Evaluation,-.5106000000000001,-.959,1386,1,17,1515,Opened,2009,
PE09020,11,8,4,4,0,0,61,,,,,,,,,,,,,,,1400000,Preliminary Evaluation,-.5106000000000001,-.9709,16343,138,898,327422,Opened,2009,
PE09021,6,0,0,0,0,0,0,,,,,,,,,,,,,,,2500,Preliminary Evaluation,.2732,-.3869,,,,,Opened,2009,
PE09022,1,0,0,,0,0,0,,,,,,,,,,,,,,,24000,Preliminary Evaluation,-.3182,-.9538,,,,,Opened,2009,
PE09023,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1500,Preliminary Evaluation,0,-.4767,,,,,Opened,2009,
PE09024,52,4,3,7,0,0,0,,,,,,,,,,,,,,,536904,Preliminary Evaluation,-.6908,-.9509,62,2,20,1651,Opened,2009,
PE09025,33,2,0,0,0,0,0,,,,,,,,,,,,,,,500000,Preliminary Evaluation,-.4404,.7906,10115,19,160,68287,Opened,2009,
PE09026,3,3,3,3,0,0,,,,,,0,0,,3,3,3,3,0,0,,6136,Preliminary Evaluation,-.4215,-.8934,,,,,Opened,2009,
PE09027,12,0,0,0,0,0,0,,,,,,,,,,,,,,,1500,Preliminary Evaluation,0,-.7184,,,,,Opened,2009,
PE09028,9,0,0,0,0,0,0,,,,,,,,,,,,,,,96000,Preliminary Evaluation,0,-.3818,,,,,Opened,2009,
PE09029,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2000,Preliminary Evaluation,.2732,-.5722,,,,,Opened,2009,
PE09030,21,1,0,0,0,0,0,,,,,,,,,,,,,,,190000,Preliminary Evaluation,,-.9847,91,24,129,3853,Opened,2009,
PE09031,3,1,1,1,0,0,0,,,,,,,,,,,,,,,250000,Preliminary Evaluation,-.6597,-.9559,1720,,52,10963,Opened,2009,
PE09033,65,0,0,0,0,0,113,,,,,,,,,,,,,,,205660,Preliminary Evaluation,-.8481,-.9636,3217,4,82,27155,Opened,2009,
PE09034,35,0,0,0,0,0,0,,,,,,,,35,0,0,0,0,0,0,64000,Preliminary Evaluation,-.4767,-.8442,32,,8,182,Opened,2009,
PE09035,12,0,0,0,0,0,15,,,,,,,,,,,,,,,50000,Preliminary Evaluation,-.169,-.8625,,1,3,15,Opened,2009,
PE09036,15,0,0,,0,,,880,0,0,,0,,,895,0,0,,0,,,231717,Preliminary Evaluation,0,-.7096,,,2,35,Opened,2009,
PE09037,3,1,0,0,0,0,0,,,,,,,,,,,,,,,220000,Preliminary Evaluation,-.34,-.8401999999999999,4468,1,53,14584,Opened,2009,
PE09038,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,Preliminary Evaluation,0,-.6597,81,2,30,11,Opened,2009,
PE09039,5,0,0,0,0,0,1,,,,,,,,,,,,,,,52278,Preliminary Evaluation,0,-.7783,24,,3,24,Opened,2009,
PE09040,1,2,0,0,0,0,0,0,,0,0,0,0,,1,,0,0,0,0,,38505,Preliminary Evaluation,-.6808,-.9618,334,15,23,253,Opened,2009,
PE09041,8,0,1,1,0,0,0,,,,,,,,,,,,,,,60000,Preliminary Evaluation,-.5106000000000001,-.8743,,,,,Opened,2009,
PE09042,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,500,Preliminary Evaluation,0,.8126,,,,,Opened,2009,
PE09044,6,0,7,7,0,0,0,,,,,,,,,,,,,,,529700,Preliminary Evaluation,-.2732,0,10950,5,139,48257,Opened,2009,
PE09045,40,0,0,0,0,0,0,,,,,,,,,,,,,,,40000,Preliminary Evaluation,-.8481,-.9643,130,5,9,115,Opened,2009,
PE10001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,Preliminary Evaluation,0,-.7003,141,6,55,16,Opened,2010,
PE10002,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,300,Preliminary Evaluation,-.5106000000000001,-.4939,,,,,Opened,2010,
PE10003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,Preliminary Evaluation,-.5266999999999999,-.9493,,,,,Opened,2010,
PE10004,1,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4700,Preliminary Evaluation,0,0,,,1,12,Opened,2010,
PE10005,1132,11,1,1,0,0,0,,,,,,,,,,,,,,,905000,Preliminary Evaluation,-.6249,-.9595,23114,55,942,442251,Opened,2010,
PE10006,124,4,2,2,0,0,0,,,,,,,,,,,,,,,37000,Preliminary Evaluation,-.3182,-.5719,545,1,28,19773,Opened,2010,
PE10007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3000,Preliminary Evaluation,0,-.8968,251,2,9,91,Opened,2010,
PE10008,168,8,7,11,0,0,0,,,,,,,,,,,,,,,487000,Preliminary Evaluation,0,-.8401999999999999,2929,11,326,214717,Opened,2010,
PE10009,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,Preliminary Evaluation,.2878,-.0772,,,,,Opened,2010,
PE10010,110,3,0,,0,,,,,,,,,,,,,,,,,6000000,Preliminary Evaluation,.128,-.9834000000000001,13344,22,190,71130,Opened,2010,
PE10011,2,2,0,,0,,,,,,,,,,,,,,,,,2500,Preliminary Evaluation,-.34,-.2732,,,,,Opened,2010,
PE10012,5,0,0,,0,,,,,,,,,,,,,,,,,161000,Preliminary Evaluation,0,-.6908,2692,4,133,40117,Opened,2010,
PE10013,1,3,0,,0,,,,,,,,,,,,,,,,,500000,Preliminary Evaluation,-.6908,-.875,,,,,Opened,2010,
PE10014,1,0,0,,0,,,,,,,,,,,,,,,,,1000,Preliminary Evaluation,.4019,-.9162,,,,,Opened,2010,
PE10015,30,0,0,,0,,,,,,,,,,,,,,,,,33000,Preliminary Evaluation,0,-.6249,2479,,9,5315,Opened,2010,
PE10016,234,2,0,,0,,,,,,,,,,,,,,,,,900000,Preliminary Evaluation,-.3182,-.9918,15766,32,387,128779,Opened,2010,
PE10017,4,0,0,,0,,,,,,,,,,,,,,,,,100000,Preliminary Evaluation,-.4404,-.9565,,3,5,43,Opened,2010,
PE10018,4,4,0,,0,,,0,0,0,,0,,,4,4,0,,0,,,4000,Preliminary Evaluation,0,.5859,,,,,Opened,2010,
PE10019,3,0,0,,0,,,,,,,,,,,,,,,,,249301,Preliminary Evaluation,0,-.8779,4303,3,57,11438,Opened,2010,
PE10020,107,1,0,,0,,,,,,,,,,,,,,,,,48764,Preliminary Evaluation,-.3182,-.9694,,,,,Opened,2010,
PE10021,33,3,0,,0,,,,,,,,,,,,,,,,,293787,Preliminary Evaluation,-.3182,-.9661,66,3,18,87,Opened,2010,
PE10022,75,0,0,,0,,,,,,,,,,,,,,,,,622014,Preliminary Evaluation,0,-.1027,3994,20,274,91552,Opened,2010,
PE10023,8,0,0,,0,,,,,,,,,,,,,,,,,44000,Preliminary Evaluation,-.5423,-.836,114,2,35,739,Opened,2010,
PE10024,7,0,0,8,0,,,0,0,0,0,0,,,7,0,0,8,0,,,79411,Preliminary Evaluation,.1119,-.9553,2722,1,40,13482,Opened,2010,
PE10025,21,0,0,,0,,,,,,,,,,,,,,,,,93487,Preliminary Evaluation,-.6486,-.9538,31,,6,44,Opened,2010,
PE10026,87,3,0,,0,,,,,,,,,,,,,,,,,900000,Preliminary Evaluation,-.8074,-.9872,13876,25,345,114384,Opened,2010,
PE10027,10,10,0,,0,,6,,,,,,,,,,,,,,,198873,Preliminary Evaluation,-.7783,-.9867,59,,21,167,Opened,2010,
PE10028,0,0,0,,0,,,,,,,,,,,,,,,,,20000,Preliminary Evaluation,-.3182,-.6486,,,,,Opened,2010,
PE10029,1,1,0,,0,,,0,0,0,,0,,,1,1,0,,0,,,26300,Preliminary Evaluation,-.5106000000000001,-.9792,88,2,6,32,Opened,2010,
PE10030,1,0,0,,0,,,,,,,,,,,,,,,,,51182,Preliminary Evaluation,.2263,-.9427,10,,3,62,Opened,2010,
PE10031,12,12,5,9,1,1,10,,,,,,,,,,,,,,,3037000,Preliminary Evaluation,-.34,-.9963,8223,42,305,117822,Opened,2010,
PE10032,217,0,0,,0,,,,,,,,,,,,,,,,,223000,Preliminary Evaluation,0,-.4019,6055,1,69,17508,Opened,2010,
PE10033,27,1,1,,0,,0,144,0,0,,0,,176,162,1,1,,0,,176,280489,Preliminary Evaluation,-.2023,-.9349,6111,8,109,32701,Opened,2010,
PE10034,7,0,0,,0,,,,,,,,,,,,,,,,,37889,Preliminary Evaluation,0,-.5809,11,,,,Opened,2010,
PE10035,0,0,0,,0,,,,,,,,,,,,,,,,,16300,Preliminary Evaluation,-.5574,-.6187,9,,,,Opened,2010,
PE10036,32,0,0,,0,,,,,,,,,,,,,,,,,1400000,Preliminary Evaluation,.128,-.9598,14398,94,476,187797,Opened,2010,
PE10037,8,0,0,,0,,,,,,,,,,,,,,,,,133000,Preliminary Evaluation,-.5106000000000001,-.7783,18,1,5,342,Opened,2010,
PE10038,54,0,0,,0,,,,,,,,,,,,,,,,,80000,Preliminary Evaluation,-.7717000000000001,-.9118000000000001,,,,,Opened,2010,
PE10039,0,0,0,,0,,1,,,,,,,,,,,,,,,6633,Preliminary Evaluation,0,-.7766,,,,,Opened,2010,
PE10040,2,0,0,,0,,,5,0,0,,0,,,5,0,0,,0,,,918,Preliminary Evaluation,-.6597,-.2263,,,,,Opened,2010,
PE10041,0,1,0,,0,,,,,,,,,,,,,,,,,5500,Preliminary Evaluation,-.7096,-.7717000000000001,,,1,1,Opened,2010,
PE10042,2,0,0,,0,,,0,0,0,,0,,,2,0,0,,0,,,5000,Preliminary Evaluation,-.5423,-.9322,,,,,Opened,2010,
PE10043,5,0,0,,0,,2,,,,,,,,3,,,,,,2,273,Preliminary Evaluation,-.2023,-.4588,,,,,Opened,2010,
PE10044,3,0,0,,0,,2,,,,,,,,3,0,,,,,,3046,Preliminary Evaluation,0,-.25,,,2,12,Opened,2010,
PE10045,13,0,0,,0,,3,,,,,,,,13,0,,,,,3,2247,Preliminary Evaluation,0,-.1689,,1,,3,Opened,2010,
PE10046,3,0,0,,0,,0,,,,,,,,,,,,,,,41000,Preliminary Evaluation,0,-.9552,91,,37,779,Opened,2010,
PE10047,3,3,0,,0,,0,,,,,,,,,,,,,,,150000,Preliminary Evaluation,0,-.6249,39,,32,2232,Opened,2010,
PE10048,1,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,100,Preliminary Evaluation,0,-.4404,55,,2,11,Opened,2010,
PE10049,4,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,57366,Preliminary Evaluation,.3182,.2023,,,,,Opened,2010,
PE10050,15,0,0,,0,,4,,,,,,,,,,,,,,,137400,Preliminary Evaluation,-.8074,-.7845,,,,,Opened,2010,
PE11001,0,0,0,,0,,1,0,0,0,,0,,0,0,0,0,,0,,1,500,Preliminary Evaluation,-.5574,-.6705,,,,,Opened,2011,
PE11002,1,4,0,,0,,1,,,,,,,,1,3,0,,0,,1,1500,Preliminary Evaluation,-.6908,-.9322,65,1,4,44,Opened,2011,
PE11003,4,0,0,,0,,0,,,,,,,,,,,,,,,281250,Preliminary Evaluation,0,-.9692,1789,,39,6661,Opened,2011,
PE11004,35,0,0,,0,,0,,,,,,,,,,,,,,,400000,Preliminary Evaluation,-.6597,-.9741,550,15,63,1713,Opened,2011,
PE11005,32,0,0,,0,,0,,,,,,,,,,,,,,,43941,Preliminary Evaluation,-.872,-.9343,,,,,Opened,2011,
PE11006,1,0,0,,0,,1,0,0,0,,0,,0,1,0,0,,0,,1,1000,Preliminary Evaluation,-.6808,-.9717,,,,,Opened,2011,
PE11007,1,3,1,1,0,,0,,,,,,,,1,3,1,1,0,,0,1000,Preliminary Evaluation,-.34,-.9509,19,1,1,17,Opened,2011,
PE11008,8,0,0,,0,,0,,,,,,,,,,,,,,,800,Preliminary Evaluation,-.6808,.4654,,,,,Opened,2011,
PE11009,12,0,0,,0,,0,,,,,,,,,,,,,,,160000,Preliminary Evaluation,-.6486,-.9118000000000001,,,,,Opened,2011,
PE11010,4,0,0,,0,,5,,,,,,,,,,,,,,,50000,Preliminary Evaluation,-.8074,-.9878,56,,5,122,Opened,2011,
PE11011,7,0,0,,0,,0,,,,,,,,,,,,,,,84000,Preliminary Evaluation,-.91,-.959,882,20,201,3558,Opened,2011,
PE11012,0,1,0,,0,,0,,,,,,,,0,1,0,,0,,,2000,Preliminary Evaluation,-.2584,.743,38,,1,5,Opened,2011,
PE11013,9,0,0,,0,,0,,,,,,,,,,,,,,,370000,Preliminary Evaluation,,-.9843,7408,25,338,119257,Opened,2011,
PE11014,58,1,0,,0,,610,,,,,,,,,,,,,,,865000,Preliminary Evaluation,-.4588,-.9747,47962,37,704,295917,Opened,2011,
PE11015,1,0,0,,0,,0,,,,,,,,,,,,,,,1000,Preliminary Evaluation,.6124000000000001,-.9623,,,,,Opened,2011,
PE11016,18,0,3,4,0,,0,,,,,,,,,,,,,,,200000,Preliminary Evaluation,-.7003,-.93,1351,,31,5857,Opened,2011,
PE11017,12,0,0,,0,,0,,,,,,,,,,,,,,,288000,Preliminary Evaluation,-.5106000000000001,-.8957000000000001,260,5,132,12925,Opened,2011,
PE11018,245,18,1,1,0,,120,,,,,,,,,,,,,,,170000,Preliminary Evaluation,0,-.9638,8435,10,145,31616,Opened,2011,
PE11019,29,0,0,,0,,0,,,,,,,,,,,,,,,222500,Preliminary Evaluation,-.5106000000000001,-.9186,7180,1,79,19801,Opened,2011,
PE11020,20,0,0,,0,,0,,,,,,,,,,,,,,,440000,Preliminary Evaluation,-.5859,-.9868,695,5,30,614,Opened,2011,
PE11021,8,1,0,,0,,0,,,,,,,,,,,,,,,65105,Preliminary Evaluation,-.5423,-.8048999999999999,2733,,13,5692,Opened,2011,
PE11022,17,1,0,,0,,2,,,,,,,,,,,,,,,4400,Preliminary Evaluation,-.7351,-.7964,,,,,Opened,2011,
PE11023,7,0,0,,0,,0,,,,,,,,,,,,,,,40000,Preliminary Evaluation,0,-.8126,11,,3,20,Opened,2011,
PE11024,32,0,0,,0,,0,,,,,,,,,,,,,,,26000,Preliminary Evaluation,-.6124000000000001,-.8085,630,,6,907,Opened,2011,
PE11025,1,0,0,,0,,0,,,,,,,,,,,,,,,120000,Preliminary Evaluation,0,-.802,,,,,Opened,2011,
PE11026,0,0,0,,0,,0,,,,,,,,,,,,,,,37000,Preliminary Evaluation,-.7003,-.7506,7,,2,4,Opened,2011,
PE11027,1,0,0,,0,,0,,,,,,,,,,,,,,,100,Preliminary Evaluation,-.6705,-.9325,,,,,Opened,2011,
PE11028,0,0,0,,0,,0,0,0,0,,0,,2,0,0,0,,0,,2,253,Preliminary Evaluation,-.4588,-.9423,,,,,Opened,2011,
PE11029,1,0,0,,0,,0,,,,,,,,,,,,,,,650,Preliminary Evaluation,-.2023,-.3612,,,,,Opened,2011,
PE11030,1,0,1,1,0,,0,,,,,,,,1,,1,1,,,,2000,Preliminary Evaluation,-.5106000000000001,-.8391,,,,,Opened,2011,
PE11031,1,0,0,,0,,0,,,,,,,,,,,,,,,6139,Preliminary Evaluation,-.3182,-.7096,,,,,Opened,2011,
PE11032,1,0,0,,0,,0,,,,,,,,,,,,,,,3833,Preliminary Evaluation,-.1531,-.9393,,,,,Opened,2011,
PE11033,5,0,3,3,1,1,1,,,,,,,,,,,,,,,205661,Preliminary Evaluation,-.4215,-.9779,4677,10,99,30570,Opened,2011,
PE11034,7,0,2,2,0,,0,,,,,,,,,,,,,,,20000,Preliminary Evaluation,-.2732,-.9432,125,,13,308,Opened,2011,
PE11035,7,0,5,5,0,,32,,,,,,,,,,,,,,,387356,Preliminary Evaluation,0,-.8217,3772,14,239,83218,Opened,2011,
PE11036,12,12,0,,0,,0,,,,,,,,12,12,,,,,,36000,Preliminary Evaluation,-.34,-.9698,,,,,Opened,2011,
PE11037,0,0,0,,0,,3,,,,,,,,,,,,,,3,5000,Preliminary Evaluation,-.7579,-.9595,452,,1,524,Opened,2011,
PE11038,26,0,0,,0,,17,,,,,,,,,,,,,,,8100,Preliminary Evaluation,-.4588,-.8519,22,,1,27,Opened,2011,
PE11039,7,0,0,,0,,0,,,,,,,,,,,,,,,63000,Preliminary Evaluation,.6369,-.8221000000000001,3651,6,64,22806,Opened,2011,
PE11040,5,0,0,,0,,0,,,,,,,,,,,,,,,17165,Preliminary Evaluation,-.5859,-.891,5743,,18,8823,Opened,2011,
PE11041,1,0,0,1,0,,0,0,0,0,0,0,,0,1,0,0,1,0,,0,500,Preliminary Evaluation,-.4767,-.9545,,,,,Opened,2012,
PE12001,20,0,0,,0,,0,,,,,,,,,,,,,,,8130,Preliminary Evaluation,.2023,-.4939,,,,,Opened,2012,
PE12002,6,6,0,,0,,0,,,,,,,,,,,,,,,830000,Preliminary Evaluation,-.34,-.836,20713,58,1313,596666,Opened,2012,
PE12003,12,10,0,,0,,0,,,,,,,,,,,,,,,309423,Preliminary Evaluation,0,-.8126,15759,9,243,102677,Opened,2012,
PE12004,2,0,0,,0,,0,,,,,,,,,,,,,,,463,Preliminary Evaluation,0,-.765,,,,,Opened,2012,
PE12005,14,0,0,,0,,0,,,,,,,,,,,,,,,360000,Preliminary Evaluation,-.128,-.9571,7405,6,156,41902,Opened,2012,
PE12006,0,0,0,,0,,0,,,,,,,1,,,,,,,1,1000,Preliminary Evaluation,-.5106000000000001,-.8176,,,,,Opened,2012,
PE12007,1,2,2,50,1,2,0,,,,,,,,,,,,,,,4000,Preliminary Evaluation,-.6808,-.5859,146,6,56,18,Opened,2012,
PE12008,0,3,0,,0,,0,,,,,,,,,3,,,,,,800,Preliminary Evaluation,-.34,-.5266999999999999,,,,,Opened,2012,
PE12009,8,8,0,,0,,0,,,,,,,,,,,,,,,100000,Preliminary Evaluation,0,-.9136,,,,,Opened,2012,
PE12010,2,2,0,,0,,0,,,,,,,,2,2,,,,,,177330,Preliminary Evaluation,-.5574,-.9517,2621,4,112,52358,Opened,2012,
PE12011,2,0,0,,0,,0,0,0,0,,0,,0,2,0,0,,0,,0,5000,Preliminary Evaluation,-.4588,-.928,,,,,Opened,2012,
